Code Ville 1,Code Pays 1,Ville 1,Code Ville 2,Code Pays 2,Ville 2,Passagers 2000,Distance (km)
SBA,UNST,SANTA BARBARA,SFO,UNST,SAN FRANCISCO,220032,421
BOM,INDA,BOMBAY,JED,SAUD,JEDDAH,220000,3513
MKC,UNST,KANSAS CITY,SFO,UNST,SAN FRANCISCO,219798,2418
CHI,UNST,CHICAGO **,STO,SWED,STOCKHOLM **,219769,6870
FLL,UNST,FORT LAUDERDALE,PHX,UNST,PHOENIX,219704,3168
NYC,UNST,NEW YORK **,STO,SWED,STOCKHOLM **,219686,6304
DLM,TURK,DALAMAN,LON,UNKG,LONDON **,219635,2837
CNS,ASTL,CAIRNS,TYO,JAPN,TOKYO **,219461,5860
ALC,SPAN,ALICANTE,BRU,BELG,BRUSSELS,219294,1445
MSP,UNST,MINNEAPOLIS,SLC,UNST,SALT LAKE CITY,219192,1591
BAH,BAHR,BAHRAIN,LON,UNKG,LONDON **,219099,5107
PAR,FRAN,PARIS **,PHL,UNST,PHILADELPHIA,218906,5979
LAX,UNST,LOS ANGELES **,MNL,PHIL,MANILA,218782,11733
DUB,IRLD,DUBLIN,LBA,UNKG,LEEDS,218654,307
NGO,JAPN,NAGOYA,SHA,CHIN,SHANGHAI **,218618,1495
FLL,UNST,FORT LAUDERDALE,SFO,UNST,SAN FRANCISCO,218382,4148
AHO,ITAL,ALGHERO,MIL,ITAL,MILANO **,218261,548
BOS,UNST,BOSTON,STL,UNST,ST LOUIS,217928,1680
ATL,UNST,ATLANTA,VPS,UNST,FT. WALTON BEACH,217684,404
CHI,UNST,CHICAGO **,SEL,KORR,SEOUL **,217422,10512
HOU,UNST,HOUSTON **,RDU,UNST,RALEIGH/DURHAM,217376,1688
LIS,PORT,LISBON,MIL,ITAL,MILANO **,217300,1667
LON,UNKG,LONDON **,REK,ICLD,REYKJAVIK **,217191,1881
PUS,KORR,PUSAN,TYO,JAPN,TOKYO **,216939,964
HOU,UNST,HOUSTON **,JAN,UNST,JACKSON,216922,578
MAN,UNKG,MANCHESTER,RHO,GREC,RODOS,216904,3008
BRU,BELG,BRUSSELS,CHI,UNST,CHICAGO **,216083,6663
CLE,UNST,CLEVELAND,WAS,UNST,WASHINGTON **,215944,483
MGA,NICG,MANAGUA,MIA,UNST,MIAMI **,215202,1640
DOH,QATR,DOHA,LON,UNKG,LONDON **,215059,5255
LON,UNKG,LONDON **,LUX,LUXM,LUXEMBOURG,215013,530
BCN,SPAN,BARCELONA,NYC,UNST,NEW YORK **,214914,6156
BUD,HUNG,BUDAPEST,MUC,GERF,MUNICH,214763,568
PUS,KORR,PUSAN,TAO,CHIN,QINGDAO,214696,803
CHI,UNST,CHICAGO **,ROC,UNST,ROCHESTER,214362,828
LAX,UNST,LOS ANGELES **,SAL,ELSA,SAN SALVADOR,214120,3706
HAS,SAUD,HAIL,RUH,SAUD,RIYADH,214000,584
MKC,UNST,KANSAS CITY,PHL,UNST,PHILADELPHIA,213672,1658
WAS,UNST,WASHINGTON **,YTO,CAND,TORONTO,213663,570
ATL,UNST,ATLANTA,BRU,BELG,BRUSSELS,213441,7101
DRS,GERF,DRESDEN,MUC,GERF,MUNICH,213412,365
AKL,NEWZ,AUCKLAND,HKG,HONG,HONG KONG,213268,9146
DET,UNST,DETROIT **,TYO,JAPN,TOKYO **,213163,10313
CMB,SRIL,COLOMBO,DXB,UNAR,DUBAI,213135,3289
BKK,THAI,BANGKOK,ROM,ITAL,ROMA **,213076,8842
OMA,UNST,OMAHA,ORL,UNST,ORLANDO,212944,1936
ATL,UNST,ATLANTA,GPT,UNST,GULFPORT/BILOXI,212940,566
IOM,UNKG,ISLE OF MAN,LPL,UNKG,LIVERPOOL,212865,143
LBA,UNKG,LEEDS,LON,UNKG,LONDON **,212823,291
BOG,COLM,BOGOTA,NYC,UNST,NEW YORK **,212800,4006
HOU,UNST,HOUSTON **,YTO,CAND,TORONTO,212743,2086
PAR,FRAN,PARIS **,PUS,KORR,PUSAN,212591,9297
ATL,UNST,ATLANTA,SDF,UNST,LOUISVILLE,212516,517
LYS,FRAN,LYON **,NTE,FRAN,NANTES,212368,524
CPH,DENM,COPENHAGEN **,VIE,AUST,VIENNA,212067,873
PHX,UNST,PHOENIX,RDU,UNST,RALEIGH/DURHAM,211984,3037
RDU,UNST,RALEIGH/DURHAM,SFO,UNST,SAN FRANCISCO,211744,3852
HNL,UNST,HONOLULU,MNL,PHIL,MANILA,211725,8514
AGP,SPAN,MALAGA,MLN,SPAN,MELILLA,211549,207
ABQ,UNST,ALBUQUERQUE,SEA,UNST,SEATTLE,211436,1895
AMS,NETH,AMSTERDAM,WAW,POLD,WARSAW,211392,1099
LEJ,GERF,LEIPZIG,PMI,SPAN,PALMA DE MALLORCA,211187,1515
AMS,NETH,AMSTERDAM,CAI,EGYP,CAIRO,210952,3283
NYC,UNST,NEW YORK **,OAK,UNST,OAKLAND,210738,4113
CPH,DENM,COPENHAGEN **,NYC,UNST,NEW YORK **,210386,6187
BRU,BELG,BRUSSELS,DUB,IRLD,DUBLIN,210360,783
HEL,FINL,HELSINKI,JYV,FINL,JYVASKYLA,210078,235
JAX,UNST,JACKSONVILLE,TPA,UNST,"TAMPA, FL **",210042,286
BOS,UNST,BOSTON,JAX,UNST,JACKSONVILLE,209810,1630
HOU,UNST,HOUSTON **,MOY,COLM,MONTERRER,209588,3620
BWI,UNST,BALTIMORE,MSP,UNST,MINNEAPOLIS,209376,1504
GOA,ITAL,GENOA,LON,UNKG,LONDON **,209204,1048
SDF,UNST,LOUISVILLE,TPA,UNST,"TAMPA, FL **",209186,1173
ATH,GREC,ATHENS,KGS,GREC,KOS,208216,322
HOU,UNST,HOUSTON **,SAL,ELSA,SAN SALVADOR,208177,1883
AMS,NETH,AMSTERDAM,YVR,CAND,VANCOUVER,208028,7702
CMH,UNST,"COLUMBUS, OH **",HOU,UNST,HOUSTON **,207922,1611
PAR,FRAN,PARIS **,SDQ,DOMR,SANTO DOMINGO,207806,7167
BNA,UNST,NASHVILLE,JAX,UNST,JACKSONVILLE,207760,789
PAR,FRAN,PARIS **,SEL,KORR,SEOUL **,207535,8961
BRU,BELG,BRUSSELS,WAS,UNST,WASHINGTON **,207477,6233
IST,TURK,ISTANBUL,VIE,AUST,VIENNA,207434,1254
ABQ,UNST,ALBUQUERQUE,BWI,UNST,BALTIMORE,207410,2679
IND,UNST,INDIANAPOLIS,MSP,UNST,MINNEAPOLIS,207306,808
KUL,MALB,KUALA LUMPUR,MEL,ASTL,MELBOURNE **,206916,6351
AUS,UNST,AUSTIN,ORL,UNST,ORLANDO,206890,1593
HFD,UNST,HARTFORD SPRINGFIELDS,SFO,UNST,SAN FRANCISCO,206884,4212
HEL,FINL,HELSINKI,VAA,FINL,VAASA,206789,347
BFS,UNKG,BELFAST **,MAN,UNKG,MANCHESTER,206730,279
CMB,SRIL,COLOMBO,LON,UNKG,LONDON **,206695,8734
SEA,UNST,SEATTLE,TPA,UNST,"TAMPA, FL **",206614,4048
FRA,GERF,FRANKFURT,SHA,CHIN,SHANGHAI **,206490,8818
SJU,PURI,SAN JUAN,SXM,NETS,PHILIPSBURG (ST MAARTEN),206231,308
AMS,NETH,AMSTERDAM,YMQ,CAND,MONTREAL **,206226,5486
BOS,UNST,BOSTON,IND,UNST,INDIANAPOLIS,206186,1312
DEN,UNST,DENVER,RDU,UNST,RALEIGH/DURHAM,205908,2323
BCN,SPAN,BARCELONA,SCQ,SPAN,SANTIAGO DE COMPOSTELA,205532,893
KGS,GREC,KOS,LON,UNKG,LONDON **,205436,2724
AUS,UNST,AUSTIN,LBB,UNST,LUBBOCK,205182,540
BRU,BELG,BRUSSELS,PMI,SPAN,PALMA DE MALLORCA,205133,1269
ATL,UNST,ATLANTA,NAS,BAHM,NASSAU,204688,1169
DEN,UNST,DENVER,SAT,UNST,SAN ANTONIO,204576,1279
DUS,GERF,DUSSELDORF,MIR,TUNS,MONASTIR,204527,1755
LIS,PORT,LISBON,SAO,BRAZ,SAO PAULO **,204302,7938
ATL,UNST,ATLANTA,MBJ,JAMC,MONTEGO BAY,204073,1804
DEN,UNST,DENVER,LON,UNKG,LONDON **,203969,7503
BNA,UNST,NASHVILLE,PHL,UNST,PHILADELPHIA,203698,1085
ABJ,IVOR,ABIDJAN,PAR,FRAN,PARIS **,203621,4869
CMH,UNST,"COLUMBUS, OH **",PHL,UNST,PHILADELPHIA,203570,652
CHI,UNST,CHICAGO **,YYC,CAND,CALGARY,203321,2248
SEA,UNST,SEATTLE,TUS,UNST,TUCSON,203274,1955
CAE,UNST,"COLOMBIA, SC",NYC,UNST,NEW YORK **,203206,983
LON,UNKG,LONDON **,OPO,PORT,PORTO,203190,1276
DXB,UNAR,DUBAI,SIN,SING,SINGAPORE **,202920,5845
ORL,UNST,ORLANDO,SAT,UNST,SAN ANTONIO,202780,1665
ATH,GREC,ATHENS,KVA,GREC,KAVALA,202527,345
HNL,UNST,HONOLULU,PUS,KORR,PUSAN,202195,7150
FUK,JAPN,FUKUOKA,PUS,KORR,PUSAN,202192,213
BWI,UNST,BALTIMORE,SMF,UNST,SACRAMENTO,202076,3841
ISP,UNST,LONG ISLAND MACARTHUR,PBI,UNST,PALM BEACH,202012,1695
MOW,RUSF,MOSCOU **,NYC,UNST,NEW YORK **,201793,7504
CHI,UNST,CHICAGO **,DSM,UNST,DES MOINES,201666,500
DPS,INDO,DENPASAR (BALI),SYD,ASTL,SYDNEY,201471,4617
MUC,GERF,MUNICH,SKG,GREC,THESSALONIKI,201341,1230
KLR,SWED,KALMAR,STO,SWED,STOCKHOLM **,201261,312
HNL,UNST,HONOLULU,SEL,KORR,SEOUL **,201164,7314
CPH,DENM,COPENHAGEN **,MAD,SPAN,MADRID **,200783,2059
PIT,UNST,PITTSBURGH,YTO,CAND,TORONTO,200653,359
CAI,EGYP,CAIRO,DXB,UNAR,DUBAI,200506,2412
LON,UNKG,LONDON **,MIR,TUNS,MONASTIR,200376,1958
SIN,SING,SINGAPORE **,XMN,CHIN,XIAMEN,200196,2984
BTV,UNST,BURLINGTON,NYC,UNST,NEW YORK **,200056,419
AGP,SPAN,MALAGA,PAR,FRAN,PARIS **,199980,1452
MEX,MEXC,MEXICO CITY,SFO,UNST,SAN FRANCISCO,199827,3026
AKL,NEWZ,AUCKLAND,LON,UNKG,LONDON **,199826,18377
DAY,UNST,DAYTON,DAL,UNST,DALLAS **,199812,1380
FRA,GERF,FRANKFURT,YVR,CAND,VANCOUVER,199787,8057
HOU,UNST,HOUSTON **,SNA,UNST,ORANGE COUNT,199734,2176
OMA,UNST,OMAHA,WAS,UNST,WASHINGTON **,199574,1606
HEL,FINL,HELSINKI,ZRH,SWTZ,ZURICH,199505,1778
PUS,KORR,PUSAN,SGN,VTND,HO CHI MINH CITY,199143,3532
FRA,GERF,FRANKFURT,TCI,SPNA,TENERIFE **,199075,3211
BCN,SPAN,BARCELONA,MOW,RUSF,MOSCOU **,199007,3010
HOU,UNST,HOUSTON **,SJO,COST,SAN JOSE,198980,2480
NCL,UNKG,NEWCASTLE,PMI,SPAN,PALMA DE MALLORCA,198970,1752
HKG,HONG,HONG KONG,CHI,UNST,CHICAGO **,198779,12502
LAS,UNST,LAS VEGAS,PVD,UNST,PROVIDENCE,198728,3792
HOU,UNST,HOUSTON **,PIT,UNST,PITTSBURGH,198486,1819
BKK,THAI,BANGKOK,KTM,NEPL,KATMANDU,198381,2200
BWI,UNST,BALTIMORE,CLT,UNST,CHARLOTTE,198202,579
FRA,GERF,FRANKFURT,HRG,EGYP,HURGHAD,198098,3323
JED,SAUD,JEDDAH,JKT,INDO,JAKARTA **,198000,7976
AMS,NETH,AMSTERDAM,PMI,SPAN,PALMA DE MALLORCA,197966,1427
AUS,UNST,AUSTIN,SAN,UNST,SAN DIEGO,197864,1863
CPH,DENM,COPENHAGEN **,DUS,GERF,DUSSELDORF,197827,619
HFD,UNST,HARTFORD SPRINGFIELDS,PHL,UNST,PHILADELPHIA,197784,313
PUS,KORR,PUSAN,YVR,CAND,VANCOUVER,197697,8237
DAY,UNST,DAYTON,NYC,UNST,NEW YORK **,197544,872
CHI,UNST,CHICAGO **,MYR,UNST,MYRTLE BEACH,197518,1183
FUE,SPNA,PUERTO DEL ROSARIO,LON,UNKG,LONDON **,197477,2757
DAY,UNST,DAYTON,WAS,UNST,WASHINGTON **,197028,610
MIR,TUNS,MONASTIR,PAR,FRAN,PARIS **,197015,1596
CHI,UNST,CHICAGO **,SRQ,UNST,SARASOTA,197014,1673
JED,SAUD,JEDDAH,YNB,SAUD,YANBU,197000,310
LPL,UNKG,LIVERPOOL,LTN,UNKG,LUTON,196841,235
BKK,THAI,BANGKOK,LAX,UNST,LOS ANGELES **,196791,13273
HER,GREC,IRAKLION,MAN,UNKG,MANCHESTER,196759,2927
LON,UNKG,LONDON **,ZTH,GREC,ZAKINTHOS,196709,2273
CHI,UNST,CHICAGO **,RIC,UNST,RICHMOND,196570,1006
RNO,UNST,RENO,SFO,UNST,SAN FRANCISCO,196316,309
DUS,GERF,DUSSELDORF,FAO,PORT,FARO,196177,1964
BKK,THAI,BANGKOK,MEL,ASTL,MELBOURNE **,196090,7365
MNL,PHIL,MANILA,RUH,SAUD,RIYADH,196000,7775
BOS,UNST,BOSTON,ZRH,SWTZ,ZURICH,195678,6006
BHM,UNST,BIRMINGHAM,SFO,UNST,SAN FRANCISCO,195382,3232
AUA,NETS,ARUBA /ORANJESTAD,NYC,UNST,NEW YORK **,195367,3163
MAN,UNKG,MANCHESTER,ZTH,GREC,ZAKINTHOS,195331,2482
AMS,NETH,AMSTERDAM,DEL,INDA,DELHI,195293,6359
